FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths
31015,Boyd County,NE,11.4,1564.0,0
18077,Jefferson County,IN,24.3,25712.0,5
55005,Barron County,WI,23.6,35535.0,0
13061,Clay County,GA,9.0,2287.0,0
22075,Plaquemines Parish,LA,26.3,17221.0,2
17043,DuPage County,IL,22.6,715343.0,35
21217,Taylor County,KY,13.3,19994.0,10
19011,Benton County,IA,26.2,19698.0,0
56029,Park County,WY,25.6,23235.0,4
41023,Grant County,OR,13.5,5931.0,3
36039,Greene County,NY,17.0,39542.0,2
32017,Lincoln County,NV,20.4,4161.0,1
05107,Phillips County,AR,15.7,13206.0,3
29111,Lewis County,MO,20.3,7617.0,5
21025,Breathitt County,KY,19.9,10003.0,2
02020,Anchorage Municipality,AK,32.3,218802.0,6
31097,Johnson County,NE,17.8,4120.0,1
13099,Early County,GA,4.5,7657.0,2
48235,Irion County,TX,0.0,1190.0,0
48225,Houston County,TX,0.0,18428.0,7
72145,Vega Baja Municipio,PR,14.6,41052.0,0
05145,White County,AR,17.1,60632.0,9
56003,Big Horn County,WY,22.2,8895.0,2
27129,Renville County,MN,28.2,11162.0,3
41005,Clackamas County,OR,19.0,329370.0,21
50011,Franklin County,VT,10.1,38568.0,2
48199,Hardin County,TX,0.0,43549.0,13
37139,Pasquotank County,NC,25.9,31068.0,1
08035,Douglas County,CO,0.5,262787.0,3
51700,Newport News city,VA,10.9,137743.0,32
20057,Ford County,KS,18.3,23599.0,6
46035,Davison County,SD,10.8,15222.0,5
72069,Humacao Municipio,PR,13.9,41569.0,0
27035,Crow Wing County,MN,27.6,51180.0,4
19119,Lyon County,IA,22.4,8453.0,0
31009,Blaine County,NE,9.8,379.0,0
39063,Hancock County,OH,17.1,59054.0,3
40039,Custer County,OK,27.5,21817.0,3
48159,Franklin County,TX,0.0,8243.0,2
51079,Greene County,VA,0.8,15109.0,7
48031,Blanco County,TX,0.0,9811.0,1
31065,Furnas County,NE,19.5,3637.0,0
05013,Calhoun County,AR,13.6,4208.0,1
22105,Tangipahoa Parish,LA,19.4,101940.0,17
37017,Bladen County,NC,18.4,26077.0,1
31129,Nuckolls County,NE,26.1,3334.0,0
37181,Vance County,NC,20.7,34092.0,4
51630,Fredericksburg city,VA,1.8,22883.0,3
13231,Pike County,GA,3.1,14613.0,5
17103,Lee County,IL,17.1,27412.0,4
01035,Conecuh County,AL,17.2,9593.0,2
22027,Claiborne Parish,LA,15.4,12911.0,5
31083,Harlan County,NE,25.2,2673.0,0
51740,Portsmouth city,VA,32.2,72608.0,30
08039,Elbert County,CO,2.2,21051.0,0
05059,Hot Spring County,AR,16.1,26808.0,4
39155,Trumbull County,OH,18.0,157776.0,12
42115,Susquehanna County,PA,15.8,32891.0,1
21201,Robertson County,KY,22.7,1676.0,1
21169,Metcalfe County,KY,16.1,7717.0,5
27081,Lincoln County,MN,29.3,4319.0,0
72093,Maricao Municipio,PR,12.3,4456.0,0
72109,Patillas Municipio,PR,9.6,13304.0,0
31161,Sheridan County,NE,12.1,4091.0,2
13109,Evans County,GA,7.0,7842.0,6
27167,Wilkin County,MN,19.4,4810.0,2
46097,Miner County,SD,29.3,1684.0,0
13249,Schley County,GA,2.3,4003.0,1
18061,Harrison County,IN,24.4,31495.0,5
17095,Knox County,IL,24.1,39785.0,3
13111,Fannin County,GA,7.0,21950.0,4
46059,Hand County,SD,15.6,2501.0,0
46087,McCook County,SD,22.7,4034.0,0
46051,Grant County,SD,19.5,5462.0,4
21005,Anderson County,KY,20.6,17402.0,2
06031,Kings County,CA,11.6,111597.0,22
27119,Polk County,MN,23.7,23651.0,4
21205,Rowan County,KY,21.7,19690.0,4
18091,LaPorte County,IN,22.2,86579.0,6
37033,Caswell County,NC,22.8,18383.0,4
46091,Marshall County,SD,19.3,3753.0,1
29195,Saline County,MO,25.1,17693.0,3
47029,Cocke County,TN,18.3,28726.0,4
21015,Boone County,KY,19.1,99065.0,32
27043,Faribault County,MN,26.4,10649.0,1
42029,Chester County,PA,20.9,407024.0,28
30059,Meagher County,MT,30.6,1513.0,0
72015,Arroyo Municipio,PR,11.3,14147.0,0
39105,Meigs County,OH,17.8,18084.0,2
49045,Tooele County,UT,15.2,49027.0,4
12093,Okeechobee County,FL,15.3,33207.0,7
13137,Habersham County,GA,4.6,35229.0,9
13245,Richmond County,GA,14.2,156465.0,43
37179,Union County,NC,19.3,176616.0,12
29073,Gasconade County,MO,25.7,11679.0,4
13079,Crawford County,GA,5.7,9899.0,1
51135,Nottoway County,VA,7.3,12270.0,8
72141,Utuado Municipio,PR,16.1,22482.0,0
12057,Hillsborough County,FL,16.5,1146730.0,110
40049,Garvin County,OK,25.5,20882.0,4
06035,Lassen County,CA,13.8,25291.0,0
18175,Washington County,IN,19.1,21578.0,2
13129,Gordon County,GA,0.8,44119.0,6
26097,Mackinac County,MI,35.6,9099.0,0
40115,Ottawa County,OK,17.1,23449.0,6
24037,St. Mary's County,MD,20.8,86428.0,8
55087,Outagamie County,WI,22.5,144062.0,8
40109,Oklahoma County,OK,25.8,594822.0,84
48391,Refugio County,TX,0.0,5415.0,3
48461,Upton County,TX,0.0,2610.0,0
48233,Hutchinson County,TX,0.0,15631.0,2
08053,Hinsdale County,CO,0.0,697.0,0
48223,Hopkins County,TX,0.0,28123.0,6
48399,Runnels County,TX,0.0,7885.0,1
16001,Ada County,ID,26.8,369857.0,14
31073,Gosper County,NE,17.2,1562.0,1
35059,Union County,NM,11.6,3299.0,0
48507,Zavala County,TX,0.0,8479.0,3
48011,Armstrong County,TX,0.0,1461.0,0
46137,Ziebach County,SD,12.5,1997.0,0
18051,Gibson County,IN,23.0,25665.0,6
22025,Catahoula Parish,LA,14.5,7482.0,4
48495,Winkler County,TX,0.0,5681.0,1
48025,Bee County,TX,0.0,25742.0,4
26161,Washtenaw County,MI,24.4,299837.0,6
41051,Multnomah County,OR,22.8,663187.0,29
37129,New Hanover County,NC,24.5,191812.0,11
54013,Calhoun County,WV,7.7,5823.0,0
12027,DeSoto County,FL,12.2,30849.0,12
12053,Hernando County,FL,19.4,158562.0,44
72101,Morovis Municipio,PR,11.7,24895.0,0
28131,Stone County,MS,19.6,14382.0,1
35043,Sandoval County,NM,23.8,113218.0,19
20013,Brown County,KS,31.7,7145.0,2
27107,Norman County,MN,37.7,4830.0,1
29033,Carroll County,MO,29.3,6723.0,0
02100,Haines Borough,AK,54.6,2074.0,0
01051,Elmore County,AL,12.5,63080.0,17
06075,San Francisco County,CA,25.1,763379.0,50
01097,Mobile County,AL,16.7,316868.0,65
53051,Pend Oreille County,WA,16.3,11096.0,1
29139,Montgomery County,MO,22.7,9020.0,0
21101,Henderson County,KY,17.9,34913.0,9
37043,Clay County,NC,17.4,9352.0,0
32019,Lyon County,NV,13.2,45184.0,5
32011,Eureka County,NV,20.0,1533.0,0
32510,Carson City,NV,22.9,44568.0,8
37199,Yancey County,NC,21.0,14782.0,3
21099,Hart County,KY,13.9,14360.0,12
17203,Woodford County,IL,25.5,29255.0,1
29055,Crawford County,MO,13.4,18537.0,5
30057,Madison County,MT,19.6,7283.0,1
27077,Lake of the Woods County,MN,30.1,3046.0,1
27069,Kittson County,MN,31.5,3351.0,1
55051,Iron County,WI,31.9,4831.0,1
06101,Sutter County,CA,20.5,71995.0,7
19149,Plymouth County,IA,33.9,18868.0,2
29227,Worth County,MO,28.0,1619.0,1
20133,Neosho County,KS,14.0,12082.0,9
54073,Pleasants County,WV,4.3,6077.0,0
26045,Eaton County,MI,19.1,87545.0,6
45085,Sumter County,SC,19.2,81359.0,21
22093,St. James Parish,LA,17.0,16267.0,0
29141,Morgan County,MO,20.7,15851.0,2
01081,Lee County,AL,17.0,129821.0,13
26007,Alpena County,MI,27.0,23091.0,1
19171,Tama County,IA,31.9,12809.0,3
20169,Saline County,KS,18.1,41595.0,3
49049,Utah County,UT,9.8,426950.0,32
08014,Broomfield County,CO,3.3,54894.0,0
39087,Lawrence County,OH,13.1,46614.0,3
22103,St. Tammany Parish,LA,26.4,198668.0,23
35003,Catron County,NM,13.2,3113.0,0
48427,Starr County,TX,0.0,43537.0,13
08061,Kiowa County,CO,0.0,1074.0,0
08089,Otero County,CO,1.4,13909.0,1
22079,Rapides Parish,LA,21.1,97737.0,13
27085,McLeod County,MN,22.9,27717.0,5
35049,Santa Fe County,NM,17.4,123964.0,2
29215,Texas County,MO,12.2,19996.0,0
51095,James City County,VA,3.2,61414.0,13
09005,Litchfield County,CT,26.8,147960.0,4
48141,El Paso County,TX,0.0,614819.0,187
48105,Crockett County,TX,0.0,2604.0,0
48331,Milam County,TX,0.0,18925.0,6
18183,Whitley County,IN,22.7,26175.0,4
22035,East Carroll Parish,LA,25.3,5223.0,1
45015,Berkeley County,SC,13.6,173748.0,15
26095,Luce County,MI,25.6,5226.0,0
38003,Barnes County,ND,29.9,8376.0,0
56043,Washakie County,WY,26.4,6021.0,0
53063,Spokane County,WA,23.0,407945.0,38
55095,Polk County,WI,18.4,34771.0,4
40033,Cotton County,OK,23.9,4411.0,1
33003,Carroll County,NH,1.5,41415.0,1
47159,Smith County,TN,13.0,15662.0,1
31007,Banner County,NE,9.2,563.0,0
13285,Troup County,GA,5.1,52959.0,14
17005,Bond County,IL,23.2,13292.0,0
05023,Cleburne County,AR,17.2,20222.0,8
18165,Vermillion County,IN,21.1,12088.0,1
31029,Chase County,NE,10.1,2952.0,2
50015,Lamoille County,VT,16.4,20248.0,0
17041,Douglas County,IL,19.1,14660.0,2
47051,Franklin County,TN,14.9,33862.0,1
45001,Abbeville County,SC,20.4,19667.0,2
30091,Sheridan County,MT,26.1,2619.0,0
20075,Hamilton County,KS,23.3,1809.0,0
22047,Iberville Parish,LA,17.9,25906.0,6
22067,Morehouse Parish,LA,20.7,18848.0,5
46003,Aurora County,SD,13.6,2069.0,0
30021,Dawson County,MT,24.1,6772.0,2
51175,Southampton County,VA,3.0,14356.0,1
47001,Anderson County,TN,18.8,60687.0,9
54003,Berkeley County,WV,15.3,91718.0,19
16009,Benewah County,ID,25.8,7245.0,2
38079,Rolette County,ND,52.9,9401.0,0
29217,Vernon County,MO,15.9,15714.0,5
21215,Spencer County,KY,9.5,15004.0,4
21227,Warren County,KY,18.7,102521.0,25
18127,Porter County,IN,22.0,133319.0,22
51009,Amherst County,VA,11.9,25491.0,9
16021,Boundary County,ID,18.3,9429.0,0
16031,Cassia County,ID,14.4,16443.0,1
39103,Medina County,OH,17.5,140169.0,4
19085,Harrison County,IA,22.3,10830.0,2
46007,Bennett County,SD,30.8,2229.0,0
01029,Cleburne County,AL,12.8,11549.0,2
20175,Seward County,KS,19.3,14596.0,7
34029,Ocean County,NJ,19.8,460496.0,143
42107,Schuylkill County,PA,20.8,113561.0,15
16039,Elmore County,ID,17.5,20550.0,1
37063,Durham County,NC,28.0,255829.0,11
27109,Olmsted County,MN,39.3,119603.0,6
37037,Chatham County,NC,28.9,59661.0,9
28043,Grenada County,MS,20.6,15845.0,3
33019,Sullivan County,NH,2.7,35124.0,2
48493,Wilson County,TX,0.0,38908.0,11
48337,Montague County,TX,0.0,15369.0,5
47127,Moore County,TN,9.0,5234.0,1
28075,Lauderdale County,MS,22.4,56837.0,8
05009,Boone County,AR,15.7,28890.0,6
29037,Cass County,MO,18.9,80578.0,10
37171,Surry County,NC,22.2,56811.0,15
05005,Baxter County,AR,17.2,34462.0,6
13211,Morgan County,GA,9.8,14938.0,10
21161,Mason County,KY,21.9,13123.0,6
20021,Cherokee County,KS,19.4,15393.0,2
54079,Putnam County,WV,7.5,44070.0,18
51197,Wythe County,VA,9.5,23009.0,13
37095,Hyde County,NC,30.2,4098.0,0
38093,Stutsman County,ND,31.1,16558.0,0
13169,Jones County,GA,8.6,22203.0,13
26021,Berrien County,MI,22.5,120265.0,9
37081,Guilford County,NC,20.8,418240.0,64
18009,Blackford County,IN,22.7,9231.0,2
18147,Spencer County,IN,21.5,15890.0,1
21171,Monroe County,KY,22.0,8234.0,2
38097,Traill County,ND,25.3,6205.0,0
72113,Ponce Municipio,PR,21.5,108231.0,0
47171,Unicoi County,TN,24.1,14568.0,2
18129,Posey County,IN,26.3,19900.0,2
31041,Custer County,NE,19.9,8177.0,0
48343,Morris County,TX,0.0,9531.0,7
19029,Cass County,IA,32.3,9995.0,3
20023,Cheyenne County,KS,30.5,2101.0,1
08057,Jackson County,CO,0.0,1159.0,0
16019,Bonneville County,ID,21.2,82945.0,10
38015,Burleigh County,ND,24.2,73365.0,1
45089,Williamsburg County,SC,20.7,24171.0,4
13115,Floyd County,GA,2.0,75897.0,12
26085,Lake County,MI,18.6,9901.0,1
40053,Grant County,OK,25.3,3295.0,0
41035,Klamath County,OR,22.6,53550.0,1
13075,Cook County,GA,18.0,12946.0,0
08101,Pueblo County,CO,0.9,131010.0,5
40103,Noble County,OK,29.0,8504.0,3
54069,Ohio County,WV,3.1,33476.0,11
29123,Madison County,MO,15.0,9307.0,0
26151,Sanilac County,MI,19.4,32362.0,7
39085,Lake County,OH,17.8,184715.0,11
26113,Missaukee County,MI,20.7,11658.0,3
72131,San Sebastian Municipio,PR,22.5,29157.0,0
31011,Boone County,NE,24.5,3989.0,1
47135,Perry County,TN,17.9,6283.0,1
49035,Salt Lake County,UT,17.8,851292.0,57
48301,Loving County,TX,0.0,120.0,0
48191,Hall County,TX,0.0,2308.0,0
48127,Dimmit County,TX,0.0,7223.0,7
48407,San Jacinto County,TX,0.0,22737.0,5
55115,Shawano County,WI,23.6,32167.0,0
26165,Wexford County,MI,19.3,25887.0,5
37167,Stanly County,NC,12.5,49282.0,1
21049,Clark County,KY,20.5,28215.0,8
16005,Bannock County,ID,22.3,65104.0,3
47099,Lawrence County,TN,14.2,33151.0,3
01103,Morgan County,AL,15.4,92334.0,12
41015,Curry County,OR,16.4,19678.0,2
16061,Lewis County,ID,28.1,3007.0,3
37165,Scotland County,NC,19.5,26793.0,4
22059,La Salle Parish,LA,15.9,11516.0,2
42003,Allegheny County,PA,22.4,989472.0,94
46029,Codington County,SD,11.6,21364.0,3
46071,Jackson County,SD,24.6,2179.0,0
30043,Jefferson County,MT,21.6,9732.0,0
28003,Alcorn County,MS,15.7,28644.0,2
40029,Coal County,OK,23.9,4193.0,0
40061,Haskell County,OK,22.7,9673.0,1
35011,De Baca County,NM,23.2,1357.0,1
31071,Garfield County,NE,16.4,1611.0,0
53031,Jefferson County,WA,37.1,28433.0,0
13283,Treutlen County,GA,2.8,5329.0,3
47179,Washington County,TN,23.9,104876.0,4
18055,Greene County,IN,18.8,25034.0,5
19159,Ringgold County,IA,30.4,3777.0,2
51061,Fauquier County,VA,13.2,54770.0,10
06005,Amador County,CA,19.8,33742.0,3
13155,Irwin County,GA,3.9,7458.0,3
41011,Coos County,OR,14.8,52705.0,10
04009,Graham County,AZ,29.1,28485.0,3
17201,Winnebago County,IL,21.0,216618.0,12
22081,Red River Parish,LA,16.1,6469.0,2
48241,Jasper County,TX,0.0,27090.0,7
48131,Duval County,TX,0.0,8298.0,2
38101,Ward County,ND,24.3,51571.0,5
06023,Humboldt County,CA,22.4,109924.0,5
22109,Terrebonne Parish,LA,19.0,82718.0,16
08117,Summit County,CO,6.7,25982.0,0
37099,Jackson County,NC,22.9,36721.0,7
55071,Manitowoc County,WI,24.4,62835.0,5
55009,Brown County,WI,24.4,202324.0,21
01043,Cullman County,AL,15.3,64956.0,5
37161,Rutherford County,NC,16.5,53422.0,8
51001,Accomack County,VA,28.0,25626.0,4
22087,St. Bernard Parish,LA,17.4,34744.0,2
56041,Uinta County,WY,20.7,14474.0,0
28101,Newton County,MS,21.2,15708.0,5
18045,Fountain County,IN,20.6,12798.0,2
08099,Prowers County,CO,1.5,9048.0,0
42005,Armstrong County,PA,19.5,52371.0,4
48095,Concho County,TX,0.0,2229.0,1
48285,Lavaca County,TX,0.0,15467.0,4
48363,Palo Pinto County,TX,0.0,22476.0,4
21223,Trimble County,KY,15.8,6628.0,4
17179,Tazewell County,IL,26.0,102098.0,4
37061,Duplin County,NC,16.8,44760.0,1
42097,Northumberland County,PA,23.3,73081.0,11
21117,Kenton County,KY,21.3,127578.0,37
38077,Richland County,ND,25.7,12641.0,1
48157,Fort Bend County,TX,0.0,590029.0,70
48503,Young County,TX,0.0,13749.0,4
51820,Waynesboro city,VA,0.0,17265.0,2
28107,Panola County,MS,17.8,25773.0,9
35005,Chaves County,NM,14.3,47845.0,13
38039,Griggs County,ND,36.3,1761.0,0
46055,Haakon County,SD,12.2,1456.0,0
34025,Monmouth County,NJ,22.6,489383.0,93
37035,Catawba County,NC,22.1,124631.0,14
32021,Mineral County,NV,31.6,3620.0,1
40091,McIntosh County,OK,33.6,15756.0,5
42035,Clinton County,PA,17.8,30943.0,3
56015,Goshen County,WY,20.9,10619.0,0
41017,Deschutes County,OR,24.9,158560.0,11
13299,Ware County,GA,9.0,27062.0,20
01101,Montgomery County,AL,16.8,173598.0,52
22003,Allen Parish,LA,10.9,19893.0,5
51183,Sussex County,VA,7.3,9462.0,3
27019,Carver County,MN,21.8,77387.0,1
08083,Montezuma County,CO,9.5,20524.0,0
38091,Steele County,ND,29.1,1475.0,0
51057,Essex County,VA,5.8,8935.0,2
53021,Franklin County,WA,14.8,64719.0,5
38087,Slope County,ND,6.7,598.0,0
16043,Fremont County,ID,18.1,9869.0,0
16025,Camas County,ID,18.7,862.0,0
16067,Minidoka County,ID,14.1,15022.0,3
42059,Greene County,PA,16.5,29220.0,4
51097,King and Queen County,VA,9.1,5795.0,2
39013,Belmont County,OH,12.1,54437.0,0
46083,Lincoln County,SD,17.2,44224.0,0
31151,Saline County,NE,12.8,10542.0,0
46031,Corson County,SD,23.0,2592.0,0
46079,Lake County,SD,12.4,10220.0,1
48173,Glasscock County,TX,0.0,1051.0,0
08105,Rio Grande County,CO,3.4,8747.0,1
17097,Lake County,IL,20.1,530369.0,29
20119,Meade County,KS,26.1,3026.0,1
29151,Osage County,MO,19.1,10513.0,1
20095,Kingman County,KS,26.1,5564.0,2
20079,Harvey County,KS,20.8,26160.0,5
51193,Westmoreland County,VA,6.2,14570.0,2
27113,Pennington County,MN,22.1,10910.0,2
08013,Boulder County,CO,0.4,264962.0,1
42013,Blair County,PA,19.4,97209.0,15
19115,Louisa County,IA,27.1,8614.0,7
24031,Montgomery County,MD,26.2,808321.0,60
22031,De Soto Parish,LA,17.9,20944.0,5
42101,Philadelphia County,PA,16.6,1241890.0,154
20025,Clark County,KS,33.6,1501.0,0
20117,Marshall County,KS,24.4,7363.0,0
13321,Worth County,GA,3.7,15787.0,4
19187,Webster County,IA,25.0,28151.0,2
72017,Barceloneta Municipio,PR,13.7,19472.0,0
72077,Juncos Municipio,PR,12.1,31313.0,0
47091,Johnson County,TN,16.2,14782.0,0
39003,Allen County,OH,17.8,78859.0,7
55007,Bayfield County,WI,42.7,12431.0,0
05045,Faulkner County,AR,19.5,97276.0,8
01065,Hale County,AL,22.4,11279.0,5
48317,Martin County,TX,0.0,3962.0,0
31033,Cheyenne County,NE,11.1,6881.0,2
48169,Garza County,TX,0.0,5187.0,3
48097,Cooke County,TX,0.0,31512.0,5
19005,Allamakee County,IA,26.5,10476.0,3
39137,Putnam County,OH,21.8,25257.0,1
40117,Pawnee County,OK,22.4,12550.0,3
38053,McKenzie County,ND,9.7,10242.0,0
30073,Pondera County,MT,28.3,4478.0,0
04003,Cochise County,AZ,20.2,98949.0,14
54051,Marshall County,WV,5.6,24696.0,7
02275,Wrangell City and Borough,AK,43.5,2009.0,0
72151,Yabucoa Municipio,PR,11.0,26493.0,0
05061,Howard County,AR,19.5,9749.0,1
28067,Jones County,MS,19.8,51067.0,12
21173,Montgomery County,KY,18.1,21587.0,6
12069,Lake County,FL,25.2,297740.0,46
48307,McCulloch County,TX,0.0,6217.0,4
16049,Idaho County,ID,16.0,13446.0,0
48237,Jack County,TX,0.0,6995.0,1
48463,Uvalde County,TX,0.0,19571.0,9
48039,Brazoria County,TX,0.0,276544.0,67
21127,Lawrence County,KY,21.9,11681.0,0
12086,Miami-Dade County,FL,19.3,2167261.0,406
12083,Marion County,FL,21.8,298065.0,116
20187,Stanton County,KS,32.4,1446.0,0
23003,Aroostook County,ME,27.9,54809.0,1
72021,Bayamon Municipio,PR,19.3,138914.0,0
05015,Carroll County,AR,17.7,22300.0,2
27029,Clearwater County,MN,26.6,6639.0,0
21021,Boyle County,KY,20.8,24093.0,29
40007,Beaver County,OK,18.5,3920.0,0
31155,Saunders County,NE,18.5,16316.0,2
47111,Macon County,TN,13.9,18577.0,0
19055,Delaware County,IA,23.1,12996.0,0
37121,Mitchell County,NC,18.6,12229.0,0
22019,Calcasieu Parish,LA,16.2,152680.0,42
04012,La Paz County,AZ,21.1,17602.0,6
26121,Muskegon County,MI,22.5,133824.0,2
20027,Clay County,KS,25.1,6132.0,2
24025,Harford County,MD,22.2,198836.0,18
08007,Archuleta County,CO,7.6,11541.0,0
51003,Albemarle County,VA,9.2,87777.0,15
47157,Shelby County,TN,16.3,704412.0,65
45047,Greenwood County,SC,23.2,54832.0,8
28039,George County,MS,19.4,18022.0,1
26143,Roscommon County,MI,23.5,20473.0,7
19195,Worth County,IA,22.2,5851.0,1
21031,Butler County,KY,20.3,9959.0,1
55121,Trempealeau County,WI,31.2,22212.0,3
17029,Coles County,IL,17.5,41564.0,3
08011,Bent County,CO,0.9,4716.0,0
72045,Comerio Municipio,PR,11.5,15304.0,0
72097,Mayaguez Municipio,PR,18.3,58702.0,0
42113,Sullivan County,PA,19.1,5428.0,4
54085,Ritchie County,WV,13.2,7679.0,2
29183,St. Charles County,MO,19.1,309726.0,25
51025,Brunswick County,VA,10.8,13563.0,4
53019,Ferry County,WA,27.5,6373.0,0
31091,Hooker County,NE,25.8,539.0,0
29015,Benton County,MO,26.1,16074.0,3
47073,Hawkins County,TN,16.9,45701.0,9
08097,Pitkin County,CO,4.4,15156.0,0
21175,Morgan County,KY,17.8,10935.0,2
22043,Grant Parish,LA,15.5,17699.0,0
08015,Chaffee County,CO,4.7,17285.0,0
35051,Sierra County,NM,20.9,9090.0,0
46115,Spink County,SD,15.4,4909.0,1
39045,Fairfield County,OH,15.8,119925.0,3
12107,Putnam County,FL,14.6,58753.0,8
12067,Lafayette County,FL,17.2,6744.0,1
12087,Monroe County,FL,21.9,62977.0,2
40105,Nowata County,OK,16.4,7825.0,0
56009,Converse County,WY,18.9,10448.0,0
06077,San Joaquin County,CA,17.5,557577.0,162
39101,Marion County,OH,16.9,51391.0,0
55093,Pierce County,WI,16.1,33941.0,2
46075,Jones County,SD,24.7,708.0,0
20177,Shawnee County,KS,26.2,135735.0,9
55101,Racine County,WI,22.1,151411.0,14
13187,Lumpkin County,GA,0.7,27813.0,7
51141,Patrick County,VA,10.0,14558.0,5
16069,Nez Perce County,ID,25.1,31776.0,1
36087,Rockland County,NY,22.4,233221.0,32
01041,Crenshaw County,AL,12.3,10636.0,3
19003,Adams County,IA,28.0,2848.0,0
42131,Wyoming County,PA,19.3,21596.0,3
17071,Henderson County,IL,17.5,5433.0,0
44005,Newport County,RI,22.5,68392.0,6
37001,Alamance County,NC,23.1,132145.0,17
21207,Russell County,KY,18.0,13863.0,4
29001,Adair County,MO,23.6,20809.0,2
36095,Schoharie County,NY,16.3,25628.0,2
72137,Toa Baja Municipio,PR,13.3,60952.0,0
38001,Adams County,ND,33.3,1789.0,0
42087,Mifflin County,PA,20.9,35902.0,8
37185,Warren County,NC,15.3,16200.0,1
23017,Oxford County,ME,18.6,47450.0,3
55135,Waupaca County,WI,21.6,40690.0,6
18163,Vanderburgh County,IN,30.7,142385.0,12
28047,Harrison County,MS,21.8,158574.0,21
20209,Wyandotte County,KS,15.1,119705.0,8
19027,Carroll County,IA,32.6,15222.0,1
47019,Carter County,TN,17.3,46201.0,4
22049,Jackson Parish,LA,17.8,12336.0,3
27003,Anoka County,MN,18.2,272162.0,23
04021,Pinal County,AZ,19.0,360425.0,85
40001,Adair County,OK,16.8,16199.0,2
05113,Polk County,AR,11.1,15424.0,5
56021,Laramie County,WY,26.3,76574.0,4
48419,Shelby County,TX,0.0,18710.0,10
48293,Limestone County,TX,0.0,18276.0,10
06043,Mariposa County,CA,0.0,14425.0,0
39047,Fayette County,OH,16.7,21861.0,2
36007,Broome County,NY,23.8,153683.0,7
05089,Marion County,AR,10.9,13660.0,1
06007,Butte County,CA,21.9,174793.0,13
20131,Nemaha County,KS,28.5,7468.0,1
29129,Mercer County,MO,23.0,2753.0,0
40057,Harmon County,OK,31.7,1990.0,0
08045,Garfield County,CO,1.6,45076.0,0
42085,Mercer County,PA,26.3,88425.0,8
13219,Oconee County,GA,12.0,29670.0,7
26117,Montcalm County,MI,15.9,49856.0,2
42011,Berks County,PA,15.4,327744.0,30
29113,Lincoln County,MO,12.7,44035.0,3
13241,Rabun County,GA,11.3,14298.0,3
45003,Aiken County,SC,17.3,134333.0,8
56037,Sweetwater County,WY,22.9,31375.0,3
29149,Oregon County,MO,13.2,8170.0,0
54099,Wayne County,WV,15.9,31468.0,5
28145,Union County,MS,15.5,21595.0,0
13147,Hart County,GA,12.1,20783.0,0
55109,St. Croix County,WI,16.0,68499.0,7
20039,Decatur County,KS,25.0,2264.0,1
20123,Mitchell County,KS,24.9,4619.0,0
16081,Teton County,ID,22.8,9252.0,0
16033,Clark County,ID,11.4,659.0,0
26099,Macomb County,MI,19.4,692171.0,58
47107,McMinn County,TN,13.7,42388.0,5
30093,Silver Bow County,MT,28.2,27845.0,2
54095,Tyler County,WV,11.2,6932.0,5
05055,Greene County,AR,17.6,34308.0,3
55011,Buffalo County,WI,24.7,10366.0,0
17107,Logan County,IL,24.4,23117.0,1
31157,Scotts Bluff County,NE,13.0,26803.0,0
46033,Custer County,SD,15.6,7646.0,0
35045,San Juan County,NM,47.9,91700.0,26
08079,Mineral County,CO,0.0,661.0,0
29186,Ste. Genevieve County,MO,19.9,13983.0,1
51011,Appomattox County,VA,1.3,12569.0,6
72079,Lajas Municipio,PR,15.5,18063.0,0
37053,Currituck County,NC,21.2,21675.0,0
02240,Southeast Fairbanks Census Area,AK,20.3,5175.0,0
31017,Brown County,NE,18.8,2318.0,0
45019,Charleston County,SC,22.9,331391.0,28
23001,Androscoggin County,ME,19.3,84964.0,3
18115,Ohio County,IN,31.2,4720.0,0
08119,Teller County,CO,2.1,21098.0,0
51163,Rockbridge County,VA,5.5,18703.0,8
28049,Hinds County,MS,25.0,176521.0,18
22045,Iberia Parish,LA,16.7,51945.0,4
17123,Marshall County,IL,23.0,9119.0,2
72033,Catano Municipio,PR,13.9,18975.0,0
48257,Kaufman County,TX,0.0,98148.0,24
01023,Choctaw County,AL,21.2,10109.0,1
46085,Lyman County,SD,32.5,2670.0,0
36059,Nassau County,NY,27.6,1065968.0,133
51540,Charlottesville city,VA,0.9,39720.0,8
13005,Bacon County,GA,1.9,8331.0,2
54029,Hancock County,WV,11.0,23350.0,10
19175,Union County,IA,20.9,9514.0,1
12041,Gilchrist County,FL,14.0,14885.0,2
37187,Washington County,NC,21.7,9274.0,1
12075,Levy County,FL,16.0,33437.0,7
31021,Burt County,NE,29.5,5006.0,0
01079,Lawrence County,AL,16.7,25831.0,10
26077,Kalamazoo County,MI,23.4,208176.0,6
51191,Washington County,VA,24.0,44077.0,5
16071,Oneida County,ID,24.9,3247.0,1
38011,Bowman County,ND,20.6,2286.0,0
37115,Madison County,NC,22.7,17939.0,3
37111,McDowell County,NC,24.9,36617.0,2
48437,Swisher County,TX,0.0,5573.0,0
13071,Colquitt County,GA,3.5,33909.0,12
54041,Lewis County,WV,17.8,12565.0,3
12131,Walton County,FL,18.7,58987.0,2
37069,Franklin County,NC,18.0,54524.0,4
21221,Trigg County,KY,21.9,11548.0,6
